Tag,Policy.Number,Age,Years.of.Driving.Experience,Number.of.Vehicles,Gender,Married,Vehicle.Age,Fuel.Type,Losses
4926,110896,16,0,2,F,Married,6,P,274.0220669
4927,171007,50,29,2,M,Married,10,P,367.2249058
4928,115254,63,45,2,M,Single,0,D,769.8337762
4929,183801,61,44,2,M,Single,15,P,176.3209485
4930,184387,17,0,2,M,Single,10,D,765.6528906
4931,114484,16,0,2,F,Single,8,D,674.7125191
4932,127886,25,7,2,M,Married,4,D,838.6878046
4933,134777,31,13,2,M,Single,9,P,436.1708524
4934,162148,25,8,2,M,Married,15,P,269.4863751
4935,161054,24,6,2,F,Single,14,P,402.7228306
4936,157565,21,4,2,F,Single,12,P,278.9000884
4937,170149,57,39,2,M,Single,12,P,412.1684969
4938,122086,52,32,2,M,Single,5,D,916.7338256
4939,145730,18,1,2,M,Married,13,P,434.4512132
4940,193285,16,0,2,M,Single,12,D,837.4157377
4941,175053,22,3,2,F,Single,12,P,410.1476426
4942,138535,22,5,2,M,Single,15,P,296.1718486
4943,141114,70,51,2,M,Married,6,P,122.6835746
4944,197475,62,44,2,M,Single,4,D,592.2771478
4945,116634,34,17,2,F,Single,7,P,445.8645954
4946,130607,34,15,2,M,Single,1,D,609.4384353
4947,161857,67,48,2,F,Married,7,P,29.94505399
4948,155644,22,3,2,F,Single,11,D,531.3287706
4949,127752,70,53,2,M,Single,6,P,115.2820125
4950,115708,68,50,2,F,Single,15,P,45.13376464
4951,190239,23,5,2,F,Single,12,P,367.2975155
4952,198535,20,2,2,F,Single,11,P,297.7994598
4953,175808,49,30,2,F,Married,1,P,443.2641355
4954,170331,30,12,2,M,Married,8,P,444.3293777
4955,155723,51,31,2,F,Married,14,P,151.429648
4956,195418,19,1,2,M,Married,11,P,178.5321406
4957,162640,29,8,2,M,Married,0,D,652.1225397
4958,173044,23,4,2,F,Married,10,P,469.9437156
4959,116313,64,46,2,F,Single,13,P,133.7223801
4960,162119,57,36,2,F,Single,10,P,375.6861167
4961,155679,66,47,2,M,Single,0,P,89.95110132
4962,135195,25,7,2,M,Married,15,P,270.1715725
4963,136227,35,14,2,M,Married,5,D,729.6449966
4964,187489,69,49,2,M,Single,0,P,139.045733
4965,149722,44,23,2,F,Single,6,P,443.1036083
4966,136361,38,19,2,F,Single,8,P,410.1154769
4967,140588,70,49,2,M,Married,2,P,321.0624448
4968,113081,65,46,2,F,Married,10,P,191.1909845
4969,143977,19,1,2,F,Married,9,P,443.6650907
4970,179730,68,48,2,F,Single,0,P,77.05782973
4971,121180,67,48,2,M,Married,12,P,73.79096185
4972,136204,41,21,2,F,Single,10,P,411.9519695
4973,190805,51,30,2,M,Single,7,P,470.7177821
4974,195249,62,42,2,M,Single,10,P,199.4172719
4975,151980,50,29,2,M,Single,10,P,450.7769182
4976,114225,70,52,2,F,Single,12,P,88.01923871
4977,108266,69,49,2,F,Married,3,P,447.4350794
4978,116290,56,36,2,M,Married,12,P,265.3119797
4979,127009,60,39,2,F,Single,1,P,169.8270482
4980,160935,19,0,2,F,Single,15,P,471.6957611
4981,152720,25,8,2,F,Married,15,P,327.7078753
4982,149333,47,27,2,F,Single,11,P,197.830166
4983,191140,18,0,2,F,Single,15,P,344.6924813
4984,117839,26,9,2,F,Married,15,P,206.6178357
4985,132615,63,44,2,F,Married,5,P,212.7331935
4986,113217,25,8,2,M,Married,1,D,971.6615958
4987,197169,46,28,2,F,Single,9,P,396.236596
4988,137052,68,48,2,F,Married,14,P,85.80168233
4989,102526,25,6,2,M,Single,10,D,1136.769929
4990,120974,34,17,2,M,Married,4,P,432.4997239
4991,141491,31,14,2,M,Married,13,P,380.8398167
4992,150940,24,7,2,F,Married,11,P,288.4618053
4993,190671,27,8,2,F,Single,12,P,144.3156563
4994,160678,20,1,2,F,Married,12,P,396.0667996
4995,128988,31,10,2,F,Single,7,P,417.2227443
4996,112680,36,17,2,F,Single,12,P,377.2055573
4997,139754,17,0,2,M,Married,12,P,390.5690694
4998,135721,17,0,2,M,Married,11,P,432.1548344
4999,170087,44,25,2,M,Single,2,D,594.8041445
5000,100945,19,2,2,M,Single,8,D,737.3161446
5001,136674,41,22,2,F,Married,14,P,164.1363746
5002,165262,49,32,2,F,Single,15,P,191.5855411
5003,118516,22,4,2,M,Married,12,P,296.1653493
5004,153992,21,3,2,M,Single,10,D,591.6375591
5005,131643,63,44,2,M,Married,6,P,34.46317069
5006,123402,22,3,2,F,Married,12,P,190.7129418
5007,128541,30,13,2,M,Married,7,P,332.1763765
5008,103067,47,29,2,M,Married,1,D,626.8658744
5009,196806,47,29,2,F,Married,3,P,399.0874425
5010,161680,17,0,2,M,Married,8,D,569.9857577
5011,135632,30,13,2,M,Married,11,P,298.9794918
5012,168315,63,44,2,F,Married,3,P,484.9096114
5013,191212,24,6,2,F,Single,0,D,1096.206474
5014,172849,24,5,2,M,Married,12,P,277.5433395
5015,177686,67,49,2,M,Single,14,P,35.55235284
5016,131621,52,32,2,F,Married,0,P,486.4673105
5017,179289,29,8,2,F,Married,15,P,228.2340701
5018,188540,68,47,2,F,Single,6,P,333.1969856
5019,164160,51,32,2,F,Single,15,P,206.9912785
5020,195830,62,41,2,M,Married,14,P,106.3385177
5021,169299,51,33,2,F,Single,6,P,419.7613
5022,131256,48,31,2,M,Married,9,P,341.8221344
5023,156994,55,38,2,M,Single,2,D,813.3357101
5024,181936,33,12,2,F,Married,6,P,328.9200556
5025,137175,61,43,2,F,Single,9,P,47.1281509
5026,106836,63,45,2,F,Single,7,P,304.4479143
5027,132882,16,0,2,F,Married,11,P,299.0554411
5028,140043,20,2,2,M,Married,11,P,215.3327311
5029,170513,23,6,2,F,Single,12,P,424.2575249
5030,124746,29,12,2,M,Single,11,P,348.4339922
5031,186293,52,32,2,M,Single,8,P,462.983244
5032,111019,59,38,2,F,Single,7,P,442.349611
5033,176858,57,38,2,M,Married,5,D,506.5945122
5034,177630,53,32,2,M,Married,8,P,366.4283637
5035,100764,66,49,2,F,Married,15,P,57.5769928
5036,121672,65,48,2,M,Married,4,P,76.61165366
5037,184120,48,28,2,F,Married,12,P,243.8562855
5038,126383,52,31,2,F,Married,7,P,345.4512548
5039,181462,43,24,2,F,Single,5,D,540.3638924
5040,195625,70,52,2,F,Single,5,P,280.5897624
5041,179615,43,25,2,F,Single,15,P,293.0462488
5042,101827,60,39,2,F,Married,10,P,32.3286988
5043,128834,52,31,2,M,Single,6,D,552.3598059
5044,116173,16,0,2,F,Married,15,P,397.9675903
5045,185934,37,16,2,F,Married,5,P,349.8526063
5046,185576,25,8,2,F,Married,12,P,326.2332323
5047,137331,70,50,2,F,Married,2,P,386.8985782
5048,195298,55,37,2,F,Married,0,D,612.1433415
5049,165149,70,53,2,M,Married,8,P,157.8844554
5050,134229,33,13,2,M,Single,6,P,464.5138413
5051,142918,61,41,2,M,Married,5,P,75.7535758
5052,101981,62,44,2,M,Married,8,P,37.8728243
5053,183158,34,15,2,F,Married,14,P,222.8087464
5054,155004,65,46,2,F,Married,0,P,160.5910585
5055,170444,60,43,2,M,Married,0,P,122.9757014
5056,128137,17,0,2,F,Married,11,P,255.5687642
5057,168535,50,32,2,F,Married,11,P,164.7838719
5058,123069,19,0,2,M,Single,7,D,927.3547156
5059,123163,43,22,2,F,Single,10,P,362.5033576
5060,133639,35,16,2,M,Married,8,P,349.9969519
5061,137595,49,29,2,F,Married,9,P,342.1803999
5062,160708,40,21,2,M,Single,9,P,429.1482942
5063,182801,19,0,2,M,Married,15,P,285.96304
5064,158932,31,13,2,F,Single,15,P,175.4208202
5065,120503,48,27,2,M,Married,6,P,408.8104413
5066,175408,22,3,2,F,Married,15,P,127.0787797
5067,165197,37,20,2,M,Single,3,P,481.7089095
5068,150149,53,36,2,F,Married,11,P,126.4379963
5069,131255,63,44,2,F,Married,15,P,245.3088282
5070,175815,20,1,2,F,Single,0,D,1200
5071,105779,64,45,2,M,Married,4,P,348.8134872
5072,151816,55,38,2,M,Single,7,P,422.6259844
5073,113795,44,23,2,M,Married,4,D,700.8128781
5074,105308,17,0,2,F,Single,11,P,407.7316449
5075,117475,67,49,2,M,Single,11,P,171.9947345
5076,153570,62,43,2,F,Single,0,P,434.7456671
5077,198552,17,0,2,M,Single,12,D,642.7209895
5078,150903,70,52,2,F,Married,9,P,220.4840155
5079,193972,56,36,2,F,Single,14,P,133.8254731
5080,129990,56,36,2,M,Single,8,D,510.3591905
5081,140510,35,16,2,F,Married,1,P,487.5793938
5082,188846,19,1,2,M,Single,14,D,706.9268496
5083,111152,62,44,2,M,Single,8,D,518.2563145
5084,160639,68,50,2,M,Married,11,P,164.8240283
5085,100163,65,48,2,F,Married,12,P,67.60303585
5086,137086,27,10,2,F,Married,2,D,553.5448463
5087,114082,16,0,2,M,Single,8,D,702.1755846
5088,183270,17,0,2,F,Married,6,P,476.8176623
5089,184196,63,45,2,F,Single,4,D,579.7994154
5090,199063,16,0,2,F,Married,11,P,394.2596954
5091,195809,59,39,2,M,Married,8,P,384.6369469
5092,179804,40,20,2,M,Married,2,D,518.4711624
5093,199262,19,2,2,F,Married,9,P,483.7474678
5094,139437,58,40,2,F,Single,1,P,481.3603897
5095,196173,39,19,2,F,Married,10,P,317.1897689
5096,131971,19,1,2,M,Single,10,D,554.6362621
5097,108782,46,28,2,F,Single,1,D,593.3446961
5098,116153,31,10,2,M,Single,5,D,629.8601463
5099,173850,48,31,2,M,Single,9,P,422.157111
5100,160973,64,47,2,F,Married,1,P,64.2533819
5101,107987,60,42,2,M,Single,3,D,579.1298354
5102,168118,43,24,2,F,Single,10,P,424.2836355
5103,165032,67,50,2,F,Single,15,P,21.04379396
5104,122909,65,44,2,M,Married,9,P,134.3009248
5105,154317,34,14,2,F,Married,11,P,250.5664433
5106,120905,59,42,2,M,Married,6,P,373.134439
5107,150600,61,43,2,M,Single,12,P,163.6062869
5108,127084,23,4,2,M,Married,2,D,651.4601572
5109,184033,60,40,2,M,Single,7,P,230.7395709
5110,173236,17,0,2,M,Married,11,P,303.444704
5111,167941,63,45,2,M,Married,8,P,276.2114965
5112,138354,61,44,2,F,Married,4,P,58.570891
5113,112711,40,21,2,F,Married,5,P,479.4438256
5114,174772,16,0,2,M,Single,14,D,508.5325412
5115,170468,23,5,2,M,Single,11,D,676.0622962
5116,109954,48,29,2,M,Married,14,P,162.1766053
5117,169136,47,28,2,M,Married,3,D,526.0220163
5118,155238,60,43,2,F,Single,5,P,236.8506906
5119,127246,37,19,2,M,Single,1,D,532.6556978
5120,161210,63,44,2,M,Single,3,P,115.7203446
5121,152601,23,4,2,F,Single,14,P,484.2424026
5122,177143,19,1,2,M,Single,12,D,764.2696764
5123,177736,66,46,2,F,Single,0,P,106.127757
5124,181524,62,41,2,F,Single,13,P,24.67729816
5125,150749,58,39,2,F,Married,2,D,565.2358083
5126,173797,21,4,2,F,Single,7,P,398.3864132
5127,178046,67,50,2,M,Single,12,P,183.0391836
5128,138293,27,6,2,F,Single,7,P,387.6816898
5129,158937,28,7,2,F,Married,9,P,315.1065652
5130,197174,57,39,2,F,Single,13,P,357.2358453
5131,108302,16,0,2,M,Married,8,P,445.6753701
5132,121573,25,7,2,F,Single,12,P,304.0808254
5133,183731,24,6,2,M,Married,11,D,502.3428123
5134,124254,30,12,2,F,Married,4,P,401.3791781
5135,100325,54,35,2,M,Single,10,P,469.9318977
5136,163995,45,25,2,F,Married,1,D,643.1581009
5137,180143,44,23,2,F,Married,13,P,279.4071319
5138,172368,24,7,2,F,Single,12,P,349.4374446
5139,133232,59,39,2,F,Single,5,D,656.7219971
5140,106336,63,43,2,F,Single,5,D,671.7035307
5141,163060,60,43,2,M,Single,3,D,724.8525528
5142,184850,51,31,2,M,Single,13,P,294.7696212
5143,142589,70,51,2,F,Single,5,P,280.5294298
5144,186321,36,18,2,M,Married,12,P,167.4946277
5145,171392,25,6,2,F,Single,7,P,485.1853442
5146,132706,31,10,2,F,Single,5,P,440.6938419
5147,159996,60,40,2,F,Married,6,P,35.8098218
5148,188905,31,13,2,M,Single,3,D,735.2008246
5149,182077,26,6,2,M,Single,12,P,171.2690932
5150,178899,53,34,2,F,Single,14,P,328.2917116
5151,167721,44,23,2,F,Single,1,P,477.4794187
5152,174333,69,49,2,M,Married,14,P,170.4699518
5153,161574,43,23,2,M,Single,6,P,429.4852152
5154,138357,27,7,2,M,Married,14,P,223.1738865
5155,190873,25,6,2,M,Married,6,P,483.6953914
5156,171408,61,42,2,F,Single,13,P,209.1193573
5157,105262,36,15,2,F,Single,6,P,442.328608
5158,143309,23,5,2,M,Single,11,D,561.1817658
5159,167759,61,43,2,M,Single,3,P,58.82742683
5160,150535,22,4,2,M,Single,11,D,706.4166287
5161,179667,29,11,2,F,Married,7,P,327.1132464
5162,155325,57,37,2,M,Married,5,P,455.0825979
5163,153857,35,14,2,M,Married,7,P,384.541988
5164,147067,65,47,2,M,Single,9,P,48.42269189
5165,130412,17,0,2,F,Married,13,P,258.9133824
5166,176565,65,46,2,M,Single,11,P,47.95475079
5167,184013,19,1,2,F,Married,15,P,247.4912291
5168,116818,22,3,2,M,Single,14,D,628.6636366
5169,128751,61,42,2,M,Married,10,P,330.4881474
5170,169292,22,5,2,F,Single,10,D,528.072594
5171,110496,59,40,2,M,Single,2,D,918.2602107
5172,101708,31,12,2,F,Single,15,P,271.3698987
5173,178818,38,20,2,F,Married,14,P,241.6032239
5174,108976,20,2,2,F,Single,9,P,496.105301
5175,179803,43,26,2,F,Married,5,D,600.5002692
5176,159108,31,13,2,M,Married,7,P,367.4895123
5177,180651,66,49,2,M,Single,2,P,233.0582785
5178,146753,24,7,2,F,Married,15,P,200.0278653
5179,140938,58,37,2,F,Single,13,P,434.3252095
5180,132983,38,19,2,F,Single,8,P,395.5648042
5181,164174,51,30,2,M,Single,14,P,327.7978185
5182,158104,32,13,2,M,Married,3,D,575.7807875
5183,166434,53,34,2,M,Single,6,D,504.6687082
5184,175384,63,46,2,F,Married,10,P,244.4837712
5185,164309,18,0,2,F,Married,10,P,396.5146413
5186,122750,16,0,2,M,Single,14,D,808.8667038
5187,177309,17,0,2,F,Single,4,D,782.8205413
5188,181017,22,5,2,F,Single,9,D,626.4513425
5189,131813,16,0,2,F,Single,13,P,451.9667081
5190,186718,35,15,2,M,Single,13,P,278.9718352
5191,196942,64,45,2,M,Single,12,P,225.0781285
5192,100466,60,39,2,M,Married,2,P,276.6664704
5193,139800,38,19,2,F,Single,9,P,484.3743228
5194,191430,25,6,2,F,Married,14,P,241.2589403
5195,114959,27,10,2,M,Single,0,D,669.8577239
5196,114617,63,44,2,M,Married,12,P,132.314349
5197,155825,18,0,2,M,Single,6,D,1186.401052
5198,133406,70,53,2,M,Married,5,P,219.9071599
5199,138165,53,33,2,F,Single,1,D,514.7171097
5200,183394,27,9,2,F,Single,14,P,402.6720946
5201,148268,19,2,2,F,Single,11,P,207.188738
5202,191628,37,16,2,M,Single,2,D,600.8962859
5203,197762,62,45,2,F,Single,3,P,360.3568235
5204,155792,39,19,2,M,Married,7,P,358.2851037
5205,190999,66,48,2,M,Single,5,P,427.8914224
5206,146882,61,42,2,M,Married,6,P,276.0410019
5207,117778,17,0,2,M,Married,12,D,527.7419482
5208,153317,20,1,2,M,Single,11,D,593.2050205
5209,171611,67,46,2,F,Single,11,P,49.41061922
5210,134300,61,40,2,F,Single,3,D,753.3058236
5211,152774,49,29,2,M,Married,10,P,359.134403
5212,188142,65,45,2,F,Single,10,P,318.5919676
5213,175941,60,41,2,M,Single,7,P,495.8744707
5214,115780,23,5,2,M,Single,4,D,1200
5215,150318,53,33,2,M,Single,7,P,457.7897754
5216,170899,61,44,2,M,Married,12,P,214.3767328
5217,110215,21,3,2,F,Single,14,P,315.7115233
5218,133147,49,29,2,M,Married,6,P,377.9771534
5219,109605,32,12,2,F,Married,15,P,306.6404225
5220,178579,19,2,2,F,Married,13,P,301.062505
5221,186134,64,47,2,M,Married,15,P,27.9400468
5222,121840,32,14,2,F,Single,9,P,360.9385688
5223,187168,64,43,2,M,Married,10,P,273.6257213
5224,120034,22,3,2,M,Married,8,D,518.8089458
5225,174207,69,48,2,F,Married,14,P,39.79180144
5226,107878,26,5,2,F,Married,2,D,561.2020227
5227,167117,62,44,2,F,Single,8,P,177.0450044
5228,127821,66,47,2,M,Married,9,P,239.1793387
5229,154403,50,33,2,F,Married,6,P,357.0360115
5230,116469,61,41,2,F,Married,7,P,156.5355798
5231,145778,42,21,2,M,Single,10,P,426.2098135
5232,132773,17,0,2,M,Single,0,D,1200
5233,119020,20,2,2,F,Married,10,P,283.0697002
5234,112294,24,7,2,F,Single,6,D,808.6426951
5235,185267,41,22,2,M,Single,1,D,674.064058
5236,102360,62,43,2,F,Married,10,P,189.0358649
5237,193579,70,52,2,M,Single,2,D,577.8240207
5238,126462,18,1,2,M,Married,7,P,418.9755266
5239,119713,61,42,2,F,Single,8,P,373.6039557
5240,138642,37,19,2,M,Married,9,P,309.8817858
5241,123616,19,0,2,M,Single,12,P,470.3204577
5242,169287,19,2,2,F,Married,12,P,362.8225461
5243,160279,68,50,2,M,Single,2,P,454.1709307
5244,198383,68,49,2,F,Single,13,P,111.2906968
5245,166319,66,46,2,F,Married,3,P,243.5328737
5246,153469,61,40,2,F,Married,11,P,167.4991317
5247,196644,28,7,2,F,Single,10,P,482.6396475
5248,192027,66,45,2,M,Single,8,P,80.11881426
5249,174995,20,3,2,M,Married,10,D,578.3413716
5250,182186,58,40,2,M,Married,4,P,432.885157
5251,119432,51,30,2,F,Single,3,D,720.0040562
5252,192266,46,29,2,M,Married,10,P,382.9371189
5253,124281,46,28,2,F,Single,12,P,164.6822683
5254,125914,68,48,2,M,Married,13,P,32.80356503
5255,189401,61,43,2,F,Single,12,P,165.6591786
5256,163874,19,2,2,F,Single,15,P,353.5400426
5257,173914,40,20,2,F,Single,13,P,365.4732879
5258,191384,19,0,2,F,Single,6,P,490.4280641
5259,148119,65,48,2,M,Married,12,P,247.0451395
5260,196778,22,3,2,M,Married,12,P,294.7744672
5261,130906,63,43,2,F,Married,3,P,89.54089032
5262,149898,31,11,2,F,Married,4,P,431.0282312
5263,173747,29,8,2,M,Married,0,P,407.6990253
5264,196432,62,41,2,F,Single,11,P,45.68742013
5265,116440,64,45,2,M,Married,6,P,127.9956872
5266,118752,42,24,2,M,Single,6,P,483.9802141
5267,196573,20,3,2,F,Married,11,P,141.3183162
5268,144394,17,0,2,F,Single,14,P,384.8647472
5269,170153,59,41,2,F,Single,15,P,411.8978325
5270,147922,68,51,2,F,Single,15,P,73.92056559
5271,150270,16,0,2,F,Married,15,P,97.35629417
5272,121888,26,9,2,M,Married,7,P,363.5544426
5273,170068,34,16,2,M,Married,11,P,234.1258388
5274,106815,25,6,2,F,Married,8,P,308.9951899
5275,146423,19,0,2,F,Single,15,P,233.2412985
5276,159500,60,39,2,F,Single,9,P,71.51716314
5277,151353,70,49,2,M,Married,11,P,206.4216834
5278,192865,23,6,2,F,Married,13,P,378.0683314
5279,137964,59,41,2,F,Single,10,P,432.1720254
5280,161762,65,45,2,M,Married,2,P,55.87164916
5281,148910,54,36,2,F,Single,7,P,411.804291
5282,156424,66,46,2,M,Single,3,P,216.9776741
5283,105815,17,0,2,F,Married,5,D,676.4310376
5284,135767,40,23,2,M,Single,10,P,463.6257757
5285,197034,17,0,2,M,Single,11,P,478.3743453
5286,109590,22,4,2,F,Single,13,P,195.6228447
5287,162111,65,44,2,M,Single,2,P,116.8334234
5288,196818,23,6,2,M,Single,11,D,631.0976125
5289,193489,62,45,2,M,Single,9,P,39.28796041
5290,173463,52,35,2,F,Married,1,D,504.5877345
5291,150051,48,27,2,F,Single,10,P,438.8192687
5292,144355,66,46,2,F,Married,9,P,55.19671094
5293,101497,23,6,2,M,Single,12,D,1030.446074
5294,147580,52,32,2,M,Single,14,P,261.9109882
5295,107444,60,39,2,M,Married,6,P,185.0751905
5296,133197,68,50,2,F,Single,15,P,337.3376026
5297,143747,17,0,2,F,Single,13,P,343.6331572
5298,125774,65,46,2,F,Single,9,P,299.1648586
5299,164992,33,13,2,M,Single,12,P,406.8141711
5300,109402,41,21,2,M,Married,12,P,190.0323311
5301,173702,56,36,2,M,Married,3,D,679.1324761
5302,140578,50,31,2,F,Married,15,P,353.8972413
5303,102197,63,44,2,M,Single,13,P,187.1632252
5304,193474,16,0,2,M,Married,14,P,264.5211779
5305,183957,39,22,2,F,Married,5,D,531.1566917
5306,196553,16,0,2,F,Single,14,D,604.4276573
5307,103199,20,3,2,M,Single,2,D,964.5509037
5308,102993,20,1,2,M,Single,13,P,381.605109
5309,144735,29,9,2,M,Married,9,P,382.3871743
5310,114514,25,8,2,M,Married,14,P,225.4093546
5311,104652,55,38,2,F,Single,14,P,167.5431667
5312,148363,20,3,2,F,Married,15,P,321.3449548
5313,136033,47,29,2,F,Single,7,P,384.4920277
5314,171271,60,40,2,M,Married,0,P,48.97986108
5315,120466,61,43,2,M,Single,10,P,376.9877925
5316,188282,38,17,2,F,Married,10,P,287.1500967
5317,199916,23,6,2,F,Married,14,P,317.6692411
5318,101441,23,4,2,M,Married,12,P,212.3423871
5319,179398,51,30,2,M,Married,3,P,430.3243254
5320,114500,65,46,2,M,Single,4,P,147.8135462
5321,121238,33,12,2,M,Single,12,P,434.0823777
5322,191814,52,33,2,F,Married,9,P,297.4858939
5323,154621,41,24,2,M,Single,8,P,423.7351571
5324,163118,48,30,2,F,Married,13,P,162.4063403
5325,138952,66,47,2,M,Single,1,P,259.4806222
5326,107630,25,6,2,M,Married,11,P,452.1485721
5327,119006,53,34,2,F,Married,10,P,328.0856883
5328,165901,30,9,2,F,Single,10,P,429.406501
5329,178649,39,18,2,M,Married,13,P,343.8099988
5330,181023,67,49,2,M,Single,0,P,228.811037
5331,136134,23,4,2,F,Single,12,D,607.7779773
5332,144698,67,48,2,M,Married,9,P,208.0302662
5333,191220,22,5,2,F,Married,15,P,486.1967145
5334,184205,63,45,2,M,Married,2,D,696.6123044
5335,197630,42,24,2,M,Single,5,D,696.5284014
5336,122374,60,42,2,F,Single,11,P,404.5349121
5337,110500,64,46,2,F,Married,13,P,187.3943975
5338,144906,37,20,2,M,Single,12,P,496.0066722
5339,122973,27,7,2,M,Married,1,P,456.406225
5340,165360,27,8,2,M,Single,9,P,400.293361
5341,178948,52,35,2,F,Single,1,D,599.4664433
5342,183024,69,52,2,F,Single,0,P,458.6602342
5343,192969,28,10,2,M,Single,3,D,738.3157306
5344,185901,67,50,2,F,Married,3,P,267.2641669
5345,156939,61,41,2,F,Single,12,P,85.48223065
5346,176585,47,29,2,M,Married,6,P,352.7070831
5347,116963,29,8,2,M,Married,13,P,177.4783708
5348,197069,31,10,2,M,Single,10,P,475.2954651
5349,162404,34,14,2,F,Married,0,P,336.2421645
5350,149552,46,29,2,M,Single,0,D,734.9538041
5351,134352,64,43,2,F,Single,10,P,302.8175023
5352,178298,60,43,2,F,Single,7,P,118.4561493
5353,183606,70,49,2,M,Single,6,P,364.0376773
5354,163282,51,30,2,M,Single,14,P,309.2919752
5355,114344,39,19,2,M,Single,10,P,383.6642098
5356,180877,60,43,2,M,Married,3,P,205.2984168
5357,177247,27,6,2,F,Married,9,P,319.3783999
5358,181868,39,18,2,F,Single,10,P,397.8159816
5359,110063,22,5,2,M,Single,9,D,1162.288811
5360,101870,64,47,2,M,Married,4,P,244.6449144
5361,167930,40,23,2,M,Married,10,P,390.2854666
5362,190025,20,3,2,F,Married,12,P,308.8496566
5363,113141,67,48,2,F,Single,0,P,47.99292722
5364,160902,18,1,2,F,Single,2,P,456.0412087
5365,107981,25,8,2,F,Single,15,P,288.7365091
5366,127415,58,40,2,F,Single,4,D,559.5844128
5367,181619,25,7,2,F,Married,14,P,142.6101548
5368,127011,19,1,2,F,Married,15,P,342.4184957
5369,111536,67,49,2,M,Married,11,P,78.8749044
5370,134780,21,3,2,F,Single,14,P,299.5568724
5371,117277,62,43,2,F,Married,10,P,142.728526
5372,107837,16,0,2,M,Married,11,P,428.3233658
5373,122697,56,38,2,F,Single,9,P,442.2016245
5374,188418,18,0,2,M,Married,9,P,458.1821405
5375,158782,60,40,2,F,Married,1,P,57.19166287
5376,194157,43,25,2,M,Married,8,P,363.758169
5377,157767,18,0,2,M,Single,2,D,1200
5378,146036,54,33,2,M,Single,10,P,353.9874896
5379,148827,22,3,2,F,Married,15,P,463.1297887
5380,184774,51,34,2,M,Single,1,D,664.7626221
5381,114288,33,15,2,M,Married,11,P,200.5543237
5382,152054,61,43,2,F,Single,6,P,56.28654154
5383,120823,60,40,2,M,Single,11,P,40.235724
5384,122547,22,5,2,F,Married,11,P,296.7119032
5385,176827,29,9,2,F,Married,6,P,294.0604321
5386,169401,19,1,2,F,Single,12,D,674.6170251
5387,167211,49,31,2,F,Single,15,P,207.7780178
5388,191205,44,25,2,F,Single,8,P,378.2642892
5389,129126,53,35,2,M,Single,14,P,335.7056368
5390,169793,18,0,2,F,Married,12,P,179.7314757
5391,169904,42,21,2,F,Married,6,P,387.7468473
5392,196991,58,37,2,F,Married,12,P,300.0849615
5393,175204,19,2,2,F,Married,12,P,234.2815341
5394,150881,66,45,2,F,Single,8,P,101.9951459
5395,164823,17,0,2,M,Married,11,P,205.9999473
5396,102591,69,51,2,M,Married,11,P,161.4997804
5397,141133,23,4,2,F,Single,0,D,976.7366225
